Calendar Year,Grouper,Birth Characteristic,Geographic Region, Number of Births , Annotation Code , Annotation Description 
2017,Maternal Race/Ethnicity,Hispanic,Central Coast,11024,,
2017,Maternal Race/Ethnicity,Hispanic,Central Valley,29289,,
2017,Maternal Race/Ethnicity,Hispanic,Far North,197,,
2017,Maternal Race/Ethnicity,Hispanic,Los Angeles,48451,,
2017,Maternal Race/Ethnicity,Hispanic,North Coast,600,,
2017,Maternal Race/Ethnicity,Hispanic,Sacramento Valley,5150,,
2017,Maternal Race/Ethnicity,Hispanic,Sierra Range/Foothills,1241,,
2017,Maternal Race/Ethnicity,Hispanic,Southern California,42018,,
2017,Maternal Race/Ethnicity,Other/Unknown Race,Bay Area,1141,,
2017,Maternal Race/Ethnicity,Other/Unknown Race,Central Coast,226,,
2017,Maternal Race/Ethnicity,Other/Unknown Race,Central Valley,502,,
2017,Maternal Race/Ethnicity,Other/Unknown Race,Far North,,2,Cell suppressed for complementary cell
2017,Maternal Race/Ethnicity,Other/Unknown Race,Los Angeles,370,,
2017,Maternal Race/Ethnicity,Other/Unknown Race,North Coast,,2,Cell suppressed for complementary cell
2017,Maternal Race/Ethnicity,Other/Unknown Race,Sacramento Valley,187,,
2017,Maternal Race/Ethnicity,Other/Unknown Race,Sierra Range/Foothills,26,,
2017,Maternal Race/Ethnicity,Other/Unknown Race,Southern California,1895,,
2017,Maternal Race/Ethnicity,Two or More Race Categories,Bay Area,897,,
2017,Maternal Race/Ethnicity,Two or More Race Categories,Central Coast,183,,
2017,Maternal Race/Ethnicity,Two or More Race Categories,Central Valley,872,,
2017,Maternal Race/Ethnicity,Two or More Race Categories,Far North,72,,
2017,Maternal Race/Ethnicity,Two or More Race Categories,Los Angeles,1013,,
2017,Maternal Race/Ethnicity,Two or More Race Categories,North Coast,114,,
2017,Maternal Race/Ethnicity,Two or More Race Categories,Sacramento Valley,791,,
2017,Maternal Race/Ethnicity,Two or More Race Categories,Sierra Range/Foothills,260,,
2017,Maternal Race/Ethnicity,Two or More Race Categories,Southern California,1489,,
2017,Maternal Race/Ethnicity,White,Bay Area,3725,,
2017,Maternal Race/Ethnicity,White,Central Coast,1729,,
2017,Maternal Race/Ethnicity,White,Central Valley,6334,,
2017,Maternal Race/Ethnicity,White,Far North,1179,,
2017,Maternal Race/Ethnicity,White,Los Angeles,5498,,
2017,Maternal Race/Ethnicity,White,North Coast,1104,,
2017,Maternal Race/Ethnicity,White,Sacramento Valley,4691,,
2017,Maternal Race/Ethnicity,White,Sierra Range/Foothills,2230,,
2017,Maternal Race/Ethnicity,White,Southern California,9515,,
2017,Maternal Age Group,Ages 17 and Younger,Bay Area,334,,
2017,Maternal Age Group,Ages 17 and Younger,Central Coast,180,,
2017,Maternal Age Group,Ages 17 and Younger,Central Valley,930,,
2017,Maternal Age Group,Ages 17 and Younger,Far North,22,,
2017,Maternal Age Group,Ages 17 and Younger,Los Angeles,1163,,
2017,Maternal Age Group,Ages 17 and Younger,North Coast,25,,
2017,Maternal Age Group,Ages 17 and Younger,Sacramento Valley,194,,
2017,Maternal Age Group,Ages 17 and Younger,Sierra Range/Foothills,54,,
2017,Maternal Age Group,Ages 17 and Younger,Southern California,983,,
2017,Maternal Age Group,Ages 18-19,Bay Area,1086,,
2017,Maternal Age Group,Ages 18-19,Central Coast,694,,
2017,Maternal Age Group,Ages 18-19,Central Valley,2605,,
2017,Maternal Age Group,Ages 18-19,Far North,98,,
2017,Maternal Age Group,Ages 18-19,Los Angeles,3184,,
2017,Maternal Age Group,Ages 18-19,North Coast,113,,
2017,Maternal Age Group,Ages 18-19,Sacramento Valley,677,,
2017,Maternal Age Group,Ages 18-19,Sierra Range/Foothills,171,,
2017,Maternal Age Group,Ages 18-19,Southern California,3173,,
2017,Maternal Age Group,Ages 20-24,Bay Area,5735,,
2017,Maternal Age Group,Ages 20-24,Central Coast,3449,,
2017,Maternal Age Group,Ages 20-24,Central Valley,11870,,
2017,Maternal Age Group,Ages 20-24,Far North,464,,
2017,Maternal Age Group,Ages 20-24,Los Angeles,15986,,
2017,Maternal Age Group,Ages 20-24,North Coast,597,,
2017,Maternal Age Group,Ages 20-24,Sacramento Valley,3804,,
2017,Maternal Age Group,Ages 20-24,Sierra Range/Foothills,1085,,
2017,Maternal Age Group,Ages 20-24,Southern California,16272,,
2017,Maternal Age Group,Ages 25-29,Bay Area,7948,,
2017,Maternal Age Group,Ages 25-29,Central Coast,4008,,
2017,Maternal Age Group,Ages 25-29,Central Valley,12926,,
2017,Maternal Age Group,Ages 25-29,Far North,506,,
2017,Maternal Age Group,Ages 25-29,Los Angeles,19496,,
2017,Maternal Age Group,Ages 25-29,North Coast,655,,
2017,Maternal Age Group,Ages 25-29,Sacramento Valley,4519,,
2017,Maternal Age Group,Ages 25-29,Sierra Range/Foothills,1344,,
2017,Maternal Age Group,Ages 25-29,Southern California,19448,,
2017,Maternal Age Group,Ages 30-34,Bay Area,6699,,
2017,Maternal Age Group,Ages 30-34,Central Coast,3061,,
2017,Maternal Age Group,Ages 30-34,Central Valley,8266,,
2017,Maternal Age Group,Ages 30-34,Far North,356,,
2017,Maternal Age Group,Ages 30-34,Los Angeles,14913,,
2017,Maternal Age Group,Ages 30-34,North Coast,449,,
2017,Maternal Age Group,Ages 30-34,Sacramento Valley,3259,,
2017,Maternal Age Group,Ages 30-34,Sierra Range/Foothills,963,,
2017,Maternal Age Group,Ages 30-34,Southern California,13176,,
2017,Maternal Age Group,Ages 35 and Older,Bay Area,5094,,
2017,Maternal Age Group,Ages 35 and Older,Central Coast,2140,,
2017,Maternal Age Group,Ages 35 and Older,Central Valley,5233,,
2017,Maternal Age Group,Ages 35 and Older,Far North,158,,
2017,Maternal Age Group,Ages 35 and Older,Los Angeles,10885,,
2017,Maternal Age Group,Ages 35 and Older,North Coast,260,,
2017,Maternal Age Group,Ages 35 and Older,Sacramento Valley,1885,,
2017,Maternal Age Group,Ages 35 and Older,Sierra Range/Foothills,600,,
2017,Maternal Age Group,Ages 35 and Older,Southern California,8782,,
2017,Aid Category,ACA Expansion Adult Age 19 to 64,Bay Area,2610,,
2017,Aid Category,ACA Expansion Adult Age 19 to 64,Central Coast,888,,
2017,Aid Category,ACA Expansion Adult Age 19 to 64,Central Valley,3220,,
2017,Aid Category,ACA Expansion Adult Age 19 to 64,Far North,138,,
2017,Aid Category,ACA Expansion Adult Age 19 to 64,Los Angeles,7567,,
2017,Aid Category,ACA Expansion Adult Age 19 to 64,North Coast,227,,
2017,Aid Category,ACA Expansion Adult Age 19 to 64,Sacramento Valley,1474,,
2017,Aid Category,ACA Expansion Adult Age 19 to 64,Sierra Range/Foothills,593,,
2017,Aid Category,ACA Expansion Adult Age 19 to 64,Southern California,6020,,
2017,Aid Category,Adoption/Foster Care,Bay Area,151,,
2017,Aid Category,Adoption/Foster Care,Central Coast,47,,
2017,Aid Category,Adoption/Foster Care,Central Valley,180,,
2017,Aid Category,Adoption/Foster Care,Far North,,2,Cell suppressed for complementary cell
2017,Aid Category,Adoption/Foster Care,Los Angeles,231,,
2017,Aid Category,Adoption/Foster Care,North Coast,,2,Cell suppressed for complementary cell
2017,Aid Category,Adoption/Foster Care,Sacramento Valley,,2,Cell suppressed for complementary cell
2017,Aid Category,Adoption/Foster Care,Sierra Range/Foothills,,2,Cell suppressed for complementary cell
2017,Aid Category,Adoption/Foster Care,Southern California,298,,
2017,Aid Category,Blind/Disabled,Bay Area,387,,
2017,Aid Category,Blind/Disabled,Central Coast,86,,
2017,Aid Category,Blind/Disabled,Central Valley,608,,
2017,Aid Category,Blind/Disabled,Far North,53,,
2017,Aid Category,Blind/Disabled,Los Angeles,781,,
2017,Aid Category,Blind/Disabled,North Coast,40,,
2017,Aid Category,Blind/Disabled,Sacramento Valley,300,,
2017,Aid Category,Blind/Disabled,Sierra Range/Foothills,89,,
2017,Aid Category,Blind/Disabled,Southern California,616,,
2017,Aid Category,Families,Bay Area,13260,,
2017,Aid Category,Families,Central Coast,6250,,
2017,Aid Category,Families,Central Valley,27042,,
2017,Aid Category,Families,Far North,1063,,
2017,Aid Category,Families,Los Angeles,32908,,
2017,Aid Category,Families,North Coast,1317,,
2017,Aid Category,Families,Sacramento Valley,9043,,
2017,Aid Category,Families,Sierra Range/Foothills,2387,,
2017,Aid Category,Families,Southern California,36048,,
2017,Aid Category,Medically Indigent Child & Minor Consent,Bay Area,12,,
2017,Aid Category,Medically Indigent Child & Minor Consent,Central Coast,17,,
2017,Aid Category,Medically Indigent Child & Minor Consent,Central Valley,19,,
2017,Aid Category,Medically Indigent Child & Minor Consent,Far North,,1,Cell suppressed for small numbers
2017,Aid Category,Medically Indigent Child & Minor Consent,Los Angeles,56,,
2017,Aid Category,Medically Indigent Child & Minor Consent,North Coast,,1,Cell suppressed for small numbers
2017,Aid Category,Medically Indigent Child & Minor Consent,Sacramento Valley,,1,Cell suppressed for small numbers
2017,Aid Category,Medically Indigent Child & Minor Consent,Sierra Range/Foothills,,1,Cell suppressed for small numbers
2017,Aid Category,Medically Indigent Child & Minor Consent,Southern California,46,,
2017,Aid Category,Other,Bay Area,611,,
2017,Aid Category,Other,Central Coast,318,,
2017,Aid Category,Other,Central Valley,1354,,
2017,Aid Category,Other,Far North,36,,
2017,Aid Category,Other,Los Angeles,1706,,
2017,Aid Category,Other,North Coast,47,,
2017,Aid Category,Other,Sacramento Valley,276,,
2017,Aid Category,Other,Sierra Range/Foothills,85,,
2017,Aid Category,Other,Southern California,1682,,
2017,Aid Category,Pregnancy Pathway (Not Undocumented),Bay Area,3449,,
2017,Aid Category,Pregnancy Pathway (Not Undocumented),Central Coast,1658,,
2017,Aid Category,Pregnancy Pathway (Not Undocumented),Central Valley,4113,,
2017,Aid Category,Pregnancy Pathway (Not Undocumented),Far North,262,,
2017,Aid Category,Pregnancy Pathway (Not Undocumented),Los Angeles,7161,,
2017,Aid Category,Pregnancy Pathway (Not Undocumented),North Coast,282,,
2017,Aid Category,Pregnancy Pathway (Not Undocumented),Sacramento Valley,1820,,
2017,Aid Category,Pregnancy Pathway (Not Undocumented),Sierra Range/Foothills,718,,
2017,Aid Category,Pregnancy Pathway (Not Undocumented),Southern California,8111,,
2017,Aid Category,Undocumented,Bay Area,6416,,
2017,Aid Category,Undocumented,Central Coast,4268,,
2017,Aid Category,Undocumented,Central Valley,5294,,
2017,Aid Category,Undocumented,Far North,30,,
2017,Aid Category,Undocumented,Los Angeles,15217,,
2017,Aid Category,Undocumented,North Coast,174,,
2017,Aid Category,Undocumented,Sacramento Valley,1320,,
2017,Aid Category,Undocumented,Sierra Range/Foothills,306,,
2017,Aid Category,Undocumented,Southern California,9013,,
2018,Maternal Race/Ethnicity,African-American,Invalid Code,14854,,
2018,Maternal Race/Ethnicity,American Indian/Alaskan Native,Invalid Code,950,,
2018,Maternal Race/Ethnicity,Asian,Invalid Code,14986,,
2018,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Invalid Code,999,,
2018,Maternal Race/Ethnicity,Hispanic,Invalid Code,144805,,
2018,Maternal Race/Ethnicity,Other/Unknown Race,Invalid Code,5308,,
2018,Maternal Race/Ethnicity,Two or More Race Categories,Invalid Code,4879,,
2018,Maternal Race/Ethnicity,White,Invalid Code,33970,,
2018,Maternal Age Group,Ages 17 and Younger,Invalid Code,3483,,
2018,Maternal Age Group,Ages 18-19,Invalid Code,10788,,
2018,Maternal Age Group,Ages 20-24,Invalid Code,54056,,
2018,Maternal Age Group,Ages 25-29,Invalid Code,67896,,
2018,Maternal Age Group,Ages 30-34,Invalid Code,50230,,
2018,Maternal Age Group,Ages 35 and Older,Invalid Code,34298,,
2018,Aid Category,ACA Expansion Adult Age 19 to 64,Invalid Code,20692,,
2018,Aid Category,Adoption/Foster Care,Invalid Code,1128,,
2018,Aid Category,Blind/Disabled,Invalid Code,2659,,
2018,Aid Category,Families,Invalid Code,123035,,
2018,Aid Category,Medically Indigent Child & Minor Consent,Invalid Code,123,,
2018,Aid Category,Other,Invalid Code,5780,,
2018,Aid Category,Pregnancy Pathway (Not Undocumented),Invalid Code,30949,,
2018,Aid Category,Undocumented,Invalid Code,36385,,
2019,Maternal Race/Ethnicity,African-American,Invalid Code,14685,,
2019,Maternal Race/Ethnicity,American Indian/Alaskan Native,Invalid Code,941,,
2019,Maternal Race/Ethnicity,Asian,Invalid Code,14008,,
2019,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Invalid Code,965,,
2019,Maternal Race/Ethnicity,Hispanic,Invalid Code,137827,,
2019,Maternal Race/Ethnicity,Other/Unknown Race,Invalid Code,6516,,
2019,Maternal Race/Ethnicity,Two or More Race Categories,Invalid Code,4659,,
2019,Maternal Race/Ethnicity,White,Invalid Code,32794,,
2019,Maternal Age Group,Ages 17 and Younger,Invalid Code,3200,,
2019,Maternal Age Group,Ages 18-19,Invalid Code,9903,,
2019,Maternal Age Group,Ages 20-24,Invalid Code,50692,,
2019,Maternal Age Group,Ages 25-29,Invalid Code,65400,,
2019,Maternal Age Group,Ages 30-34,Invalid Code,49160,,
2019,Maternal Age Group,Ages 35 and Older,Invalid Code,34040,,
2019,Aid Category,ACA Expansion Adult Age 19 to 64,Invalid Code,20507,,
2019,Aid Category,Adoption/Foster Care,Invalid Code,1209,,
2019,Aid Category,Blind/Disabled,Invalid Code,2340,,
2019,Aid Category,Families,Invalid Code,118017,,
2019,Aid Category,Medically Indigent Child & Minor Consent,Invalid Code,109,,
2019,Aid Category,Other,Invalid Code,5382,,
2019,Aid Category,Pregnancy Pathway (Not Undocumented),Invalid Code,31700,,
2019,Aid Category,Undocumented,Invalid Code,33131,,
